MainID,CrossStreetMainID,Street,from,to,District,StartTime,EndTime,Side,Miles,oneway,week1,week2,week3,week4,week5,EveryDay,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Yearround
328,2407,Adams St,Winthrop St,Lowney Way,1C,08:00:00.0000000,12:00:00.0000000,Even,0.1222,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
329,844,Barker St,Parsons St,Goodenough St,4,12:00:00.0000000,16:00:00.0000000,Even,0.0422,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
330,1942,Armington St,Islington St,Imrie Rd,4,08:00:00.0000000,12:00:00.0000000,Odd,0.0769,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
331,2802,Charles Street South,Tremont St,Boylston St,1B,00:01:00.0000000,07:00:00.0000000,,0.2659,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
332,581,Armington St,Islington St,Imrie Rd,4,08:00:00.0000000,12:00:00.0000000,Even,0.0769,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
333,2238,Bennington St,Neptune Rd,Saratoga St,9,08:00:00.0000000,12:00:00.0000000,Odd,1.0581,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
334,2171,Brent St,Washington St,Melbourne St,7,08:00:00.0000000,12:00:00.0000000,Odd,0.2981,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
335,1484,Allston St,Centre St,Melville Ave,7,12:00:00.0000000,16:00:00.0000000,Even,0.1955,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
336,2530,Brighton Ave,Commonwealth Ave,Cambridge St,4,00:01:00.0000000,07:00:00.0000000,Even Side Median,0.6739,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True
337,2792,Blossom St,William Cardinal O'Connell Way,Charles St,1W,02:00:00.0000000,07:00:00.0000000,Median,0.1767,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
338,2644,Central St,Atlantic Ave,Dead End,1F,00:01:00.0000000,07:00:00.0000000,,0.0297,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False
339,2796,Boylston St,Charles St,Arlington St,1B,00:01:00.0000000,07:00:00.0000000,,0.1689,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
340,342,Clarendon St,Boylston St,Commonwealth Ave,1B,06:00:00.0000000,08:00:00.0000000,Even,0.1186,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
341,1742,Bilodeau Rd,Washington St,Dead End,3,12:00:00.0000000,16:00:00.0000000,Odd,0.0466,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
342,2507,Cedar St,River St,Temple St,7,12:00:00.0000000,16:00:00.0000000,Even,0.1947,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
343,157,Bellevue St,Quincy St,Barry St,3,12:00:00.0000000,16:00:00.0000000,Even,0.2564,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
344,1997,Buttonwood St,Crescent Ave,Columbia Rd,3,08:00:00.0000000,12:00:00.0000000,Odd,0.1655,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
345,2057,Barker St,Parsons St,Goodenough St,4,12:00:00.0000000,16:00:00.0000000,Odd,0.0422,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
346,1437,Addison St,William F. McClellan Hwy,Saratoga St,9,12:00:00.0000000,16:00:00.0000000,Even,0.2748,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
347,583,Barrows St,Cambridge St,Armington St,4,08:00:00.0000000,12:00:00.0000000,Even,0.0631,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
348,483,Castle Rock St,Grampian Way,Caspian Way,3,12:00:00.0000000,16:00:00.0000000,Odd,0.0741,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
349,94,Bird St,Columbia Rd,Dead End,3,12:00:00.0000000,16:00:00.0000000,Even,0.2212,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
350,1585,Braddock Park,Columbus Ave,Carleton St,1S,08:00:00.0000000,12:00:00.0000000,Even,0.0924,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
351,2464,Berkeley St,Tremont St,Boylston St,M,05:00:00.0000000,07:00:00.0000000,Even,0.4498,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
352,2630,Blossom St,Cambridge St,Charles St,1W,02:00:00.0000000,07:00:00.0000000,,0.3350,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
353,718,Buttonwood St,Crescent Ave,Columbia Rd,3,08:00:00.0000000,12:00:00.0000000,Even,0.1655,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
354,2642,Causeway St,Merrimac St,Medford St,1W,00:01:00.0000000,07:00:00.0000000,Median,0.2235,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
355,2798,Bradston St,Southampton St,Atkinson St,3,00:01:00.0000000,07:00:00.0000000,Even,0.2369,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
356,1943,Barrows St,Cambridge St,Armington St,4,08:00:00.0000000,12:00:00.0000000,Odd,0.0631,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
357,159,Barry Park,Barry St,Dead End,3,12:00:00.0000000,16:00:00.0000000,Even,0.0328,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
358,1200,Boyden St,Woodrow Ave,Callender St,7,08:00:00.0000000,12:00:00.0000000,Even,0.0653,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
359,468,Akron St,Alpine St,Regent St,10R,12:00:00.0000000,16:00:00.0000000,Odd,0.1155,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
360,1719,Barry Park,Barry St,Dead End,3,12:00:00.0000000,16:00:00.0000000,Odd,0.0328,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
361,1289,Barry St,Quincy St,Richfield St,3,12:00:00.0000000,16:00:00.0000000,Even,0.2616,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
362,1845,Archdale Rd,Washington St,Dead End,2,12:00:00.0000000,16:00:00.0000000,Odd,0.1456,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
363,2628,Blackstone St,North St,Hanover St,1F,00:01:00.0000000,07:00:00.0000000,,0.0871,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
364,158,Barry St,Quincy St,Richfield St,3,12:00:00.0000000,16:00:00.0000000,Odd,0.2616,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
365,920,Bartlett St,Monument Sq,Green St,1C,12:00:00.0000000,16:00:00.0000000,Even,0.0795,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
366,2048,Allston St,Bunker Hill St,Medford St,1C,08:00:00.0000000,12:00:00.0000000,Odd,0.1301,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
367,2085,Bartlett St,Monument Sq,Green St,1C,12:00:00.0000000,16:00:00.0000000,Odd,0.0795,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
368,288,Albion Pl,Main St,Auburn Sq,1C,12:00:00.0000000,16:00:00.0000000,Odd,0.0725,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
369,275,Bartlett St,Monument Sq,School St,1C,08:00:00.0000000,12:00:00.0000000,Even,0.1568,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
370,2638,Cambridge St,Tremont St,Charles St,1F,00:01:00.0000000,07:00:00.0000000,Even Side Median,0.6089,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False
371,1792,Bartlett St,Monument Sq,School St,1C,08:00:00.0000000,12:00:00.0000000,Odd,0.1568,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
372,259,Bartlett St,Sullivan St,Walker St,1C,12:00:00.0000000,16:00:00.0000000,Even,0.0790,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
373,1783,Bartlett St,Sullivan St,Walker St,1C,12:00:00.0000000,16:00:00.0000000,Odd,0.0790,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
374,584,Brainerd Rd,Gorham St,Kelton St,4,08:00:00.0000000,12:00:00.0000000,Even,0.2216,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
375,383,Blaine St,Braintree St,Dead End,4,08:00:00.0000000,12:00:00.0000000,Even,0.0684,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
377,392,Alcorn St,Commonwealth Ave,Ashford St,4,08:00:00.0000000,12:00:00.0000000,Odd,0.1354,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
378,2633,Bowker St,Hawkins St,New Chardon St,1W,00:01:00.0000000,07:00:00.0000000,,0.0559,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
379,1476,Aspinwall Rd,Washington St,Talbot Ave,7,12:00:00.0000000,16:00:00.0000000,Even,0.1837,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
380,1499,Akron St,Alpine St,Regent St,10R,12:00:00.0000000,16:00:00.0000000,Even,0.1155,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
381,764,Bartlett St,Washington St,Dudley St,10R,08:00:00.0000000,12:00:00.0000000,Even,0.2138,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
382,801,Allston St,Bunker Hill St,Medford St,1C,08:00:00.0000000,12:00:00.0000000,Even,0.1301,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
383,1700,Blackwood St,St Botolph St,Dead End,1B,08:00:00.0000000,12:00:00.0000000,Odd,0.0517,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
384,2035,Bartlett St,Washington St,Dudley St,10R,08:00:00.0000000,12:00:00.0000000,Odd,0.2138,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
385,1225,Chappie St,Bunker Hill St,Medford St,1C,08:00:00.0000000,12:00:00.0000000,Even,0.1059,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
386,2476,Berkeley St,Tremont St,Columbus Ave,1B,05:00:00.0000000,07:00:00.0000000,Odd,0.2595,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
387,853,Beechcroft St,Washington St,Faneuil St,4,08:00:00.0000000,12:00:00.0000000,Even,0.2559,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
388,742,Alaska St,Perrin St,Blue Hill Ave,10R,08:00:00.0000000,12:00:00.0000000,Even,0.1119,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
389,486,Basile St,Washington St,Lindall St,2,08:00:00.0000000,12:00:00.0000000,Even,0.1006,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
390,1716,Brinsley St,Ronald St,Columbia Rd,3,12:00:00.0000000,16:00:00.0000000,Odd,0.0833,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
391,1876,Bexley Rd,Washington St,Florence St,2,08:00:00.0000000,12:00:00.0000000,Odd,0.1581,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
392,332,Binney St,Fenwood Rd,Francis St,10M,08:00:00.0000000,12:00:00.0000000,Odd,0.0434,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
393,1873,Basile St,Washington St,Lindall St,2,08:00:00.0000000,12:00:00.0000000,Odd,0.1006,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
394,2118,Chandler St,Berkeley St,Columbus Ave,1S,12:00:00.0000000,16:00:00.0000000,Odd,0.2229,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False
395,1220,Amory St,School St,Boylston St,2,12:00:00.0000000,16:00:00.0000000,Odd,0.1023,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
396,2619,Batterymarch St,Milk St,High St,1F,00:01:00.0000000,07:00:00.0000000,,0.1225,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False
397,436,Baxter St,C St,E St,5,13:00:00.0000000,17:00:00.0000000,Odd,0.2093,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
398,2062,Beechcroft St,Washington St,Faneuil St,4,08:00:00.0000000,12:00:00.0000000,Odd,0.2559,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
399,2340,Baxter St,C St,E St,5,13:00:00.0000000,17:00:00.0000000,Even,0.2093,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
400,675,Beaver St,Beacon St,Beaver Pl,1H,08:00:00.0000000,12:00:00.0000000,Even,0.0373,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
401,2529,Blue Hill Ave,Warren St,River St,M,00:01:00.0000000,07:00:00.0000000,Odd,2.9731,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
402,2588,Cambridge St,Brighton Av,Washington St,4,00:01:00.0000000,07:00:00.0000000,Odd Side Median,0.8212,True,True,True,True,True,True,False,False,True,False,False,False,False,False,True
403,1704,Alleghany St,Terrace St,Dead End,10M,12:00:00.0000000,16:00:00.0000000,Odd,0.1928,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
404,1443,Callender St,Tucker St,Don St,7,08:00:00.0000000,12:00:00.0000000,Even,0.3741,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
405,1830,Blaine St,Braintree St,Dead End,4,08:00:00.0000000,12:00:00.0000000,Odd,0.0684,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
407,2617,Atlantic Ave,Summer St,Kneeland St,1T,00:01:00.0000000,07:00:00.0000000,Odd,0.2708,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False
408,2999,Chiswick Rd,Englewood Ave,Chestnut Hill Ave,4,12:00:00.0000000,16:00:00.0000000,Odd,0.4402,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
409,2180,Ashton St,Woodrow Ave,Frontenac St,7,08:00:00.0000000,12:00:00.0000000,Odd,0.0894,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
410,505,Bay St,Dorchester Ave,South Sydney St,3,08:00:00.0000000,12:00:00.0000000,Even,0.1858,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
411,2061,Brock St,Washington St,Oakland St,4,08:00:00.0000000,12:00:00.0000000,Odd,0.2267,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
412,2412,Chestnut St,Charles St,David G Mugar Way,1H,08:00:00.0000000,12:00:00.0000000,Odd,0.1627,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
413,2357,Brooks St,Princeton St,White St,9,08:00:00.0000000,12:00:00.0000000,Even,0.3326,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
414,2038,Blanchard St,Bartlett St,Norfolk St,10R,08:00:00.0000000,12:00:00.0000000,Odd,0.0534,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
415,445,Brookway Rd,Washington St,Archdale Rd,2,12:00:00.0000000,16:00:00.0000000,Odd,0.2612,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
416,1224,Belmont St,Bunker Hill St,Medford St,1C,08:00:00.0000000,12:00:00.0000000,Odd,0.1218,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
417,303,Bynner St,Creighton St,South Huntington Ave,2,12:00:00.0000000,16:00:00.0000000,Odd,0.2144,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
418,2942,Arborway,Jamaicaway,Centre St,99,08:00:00.0000000,12:00:00.0000000,Outbound,0.2818,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
419,190,Brunswick St,Blue Hill Ave,Normandy St,3,12:00:00.0000000,16:00:00.0000000,Even,0.1273,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
420,528,Clarkson St,Hendry St,Quincy St,3,08:00:00.0000000,12:00:00.0000000,Odd,0.0602,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
421,681,Chestnut St,Walnut St,Charles St,1H,08:00:00.0000000,12:00:00.0000000,Odd,0.2008,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False
422,1382,Centre St,Dudley St,Columbus Ave,10R,08:00:00.0000000,12:00:00.0000000,Even,0.5430,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
423,2999,Chiswick Rd,Selkirk Rd,Commonwealth Ave,4,12:00:00.0000000,16:00:00.0000000,Odd,0.0856,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
424,2044,Caldwell St,Maffa Way,Perkins St,1C,08:00:00.0000000,12:00:00.0000000,Odd,0.1233,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
425,624,Atlantic St,East Fourth St,Thomas Park,5,13:00:00.0000000,17:00:00.0000000,Odd,0.0701,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
426,1788,Byron St,William F. McClellan Hwy,Saratoga St,9,12:00:00.0000000,16:00:00.0000000,Odd,0.2047,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
427,2546,Bruce St,Ashmont St,Wrentham St,7,08:00:00.0000000,12:00:00.0000000,Even,0.1000,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
428,34,Boylston St,Centre St,Lamartine St,2,08:00:00.0000000,12:00:00.0000000,Even,0.3947,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
429,838,Arlington St,Market St,South Hobbart St,4,12:00:00.0000000,16:00:00.0000000,Even,0.3265,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
430,769,Blanchard St,Bartlett St,Norfolk St,10R,08:00:00.0000000,12:00:00.0000000,Even,0.0534,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
431,2912,Castleton St,South Huntington Ave,Jamaicaway,2,12:00:00.0000000,16:00:00.0000000,Even,0.1496,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
432,1914,Arcadia St,Adams St,Draper St,3,08:00:00.0000000,12:00:00.0000000,Odd,0.1392,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
433,328,Carmel St,Tremont St,Delle Ave,10M,08:00:00.0000000,12:00:00.0000000,Odd,0.0557,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
434,33,Chilcott Pl,Washington St,Dead End,2,12:00:00.0000000,16:00:00.0000000,Even,0.0953,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
435,1814,Berkeley St,Boylston St,Beacon St,1B,06:00:00.0000000,08:00:00.0000000,Odd,0.2614,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
436,212,Burbank St,Edgerly Rd,Hemenway St,10F,12:00:00.0000000,16:00:00.0000000,Even,0.1328,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
437,1134,Clearwater Dr,Morton St,Maryknoll St,7,12:00:00.0000000,16:00:00.0000000,Even,0.2354,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
438,875,Arlington St,Market St,South Hobbart St,4,12:00:00.0000000,16:00:00.0000000,Odd,0.3265,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
439,2584,Blue Hill Ave,Warren St,River St,M,00:01:00.0000000,07:00:00.0000000,Even Side Median,2.9731,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
440,1155,Briarcliff Ter,Gladeside Ave,Ridgeview Ave,7,12:00:00.0000000,16:00:00.0000000,Odd,0.0934,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
441,2567,Cambridge St,Brighton Av,Washington St,4,00:01:00.0000000,07:00:00.0000000,Odd,0.8212,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True
442,1888,Bay St,Dorchester Ave,South Sydney St,3,08:00:00.0000000,12:00:00.0000000,Odd,0.1858,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
443,2452,Burlington Ave,Brookline Ave,Dead End,10F,12:00:00.0000000,16:00:00.0000000,Even,0.0966,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
444,2636,Broad St,State St,Central St,1F,00:01:00.0000000,07:00:00.0000000,,0.0394,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False
445,1308,Alcorn St,Commonwealth Ave,Ashford St,4,08:00:00.0000000,12:00:00.0000000,Even,0.1354,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
446,2789,Belvidere St,Dalton St,Huntington Ave,1B,00:01:00.0000000,07:00:00.0000000,Even,0.1430,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
447,2791,Blagden St,Huntington Ave,Exeter St,1B,00:01:00.0000000,07:00:00.0000000,,0.1197,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
448,2453,Boylston St,Lamartine St,Washington St,2,08:00:00.0000000,12:00:00.0000000,Even,0.3515,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
449,2227,Boyden St,Woodrow Ave,Callender St,7,08:00:00.0000000,12:00:00.0000000,Odd,0.0653,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
450,237,Beethoven St,Washington St,Arcadia St,2,08:00:00.0000000,12:00:00.0000000,Even,0.1047,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
451,2584,Blue Hill Ave,Morton St,River St,7,00:01:00.0000000,07:00:00.0000000,,1.1542,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
452,471,Bower St,Walnut Ave,Walnut Ave,10R,12:00:00.0000000,16:00:00.0000000,Even,0.0903,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
453,485,Caspian Way,Castle Rock St,Dead End,3,12:00:00.0000000,16:00:00.0000000,Even,0.0595,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
454,921,Chestnut St,Chelsea St,Monument Sq,1C,12:00:00.0000000,16:00:00.0000000,Even,0.2045,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
455,1421,Bremen St,Sumner St,Porter St,9,12:00:00.0000000,16:00:00.0000000,Even,0.3470,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
456,476,Bayside St,Savin Hill Ave,Dead End,3,12:00:00.0000000,16:00:00.0000000,Even,0.0542,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
457,2468,Chesterton St,Massachusetts Ave,Allerton St,10R,12:00:00.0000000,16:00:00.0000000,Even,0.1087,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
458,2018,Clifford St,Warren St,Blue Hill Ave,10R,08:00:00.0000000,12:00:00.0000000,Odd,0.2313,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
459,856,Arlington St,South Hobbart St,Faneuil St,4,08:00:00.0000000,12:00:00.0000000,Even,0.1023,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
460,194,Bilodeau Rd,Washington St,Dead End,3,12:00:00.0000000,16:00:00.0000000,Even,0.0466,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
461,2065,Brackett St,Washington St,Faneuil St,4,08:00:00.0000000,12:00:00.0000000,Odd,0.1229,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
464,101,Bowdoin St,Homes Ave,Mount Ida Rd,3,08:00:00.0000000,12:00:00.0000000,Odd,0.4769,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
465,914,Centre St,Lamartine St,Perkins St,2,05:00:00.0000000,07:00:00.0000000,Odd,0.4557,False,True,True,True,True,True,False,False,False,True,False,False,False,False,False
466,143,Arklow St,Walden St,Round Hill St,2,12:00:00.0000000,16:00:00.0000000,Odd,0.0390,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
467,1821,Beecher St,Paul Gore St,Boylston St,2,08:00:00.0000000,12:00:00.0000000,Odd,0.0919,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
468,2652,Chelsea St,Rutherford Ave,Warren St,1C,00:01:00.0000000,07:00:00.0000000,Odd Side Median,0.1057,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
469,1566,Aldwin Rd,Washington St,Brookway Rd,2,12:00:00.0000000,16:00:00.0000000,Even,0.0396,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
470,1139,Caddy Rd,Sanford St,Monson St,7,12:00:00.0000000,16:00:00.0000000,Odd,0.0794,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
471,2090,Cedar St,High St,Bartlett St,1C,12:00:00.0000000,16:00:00.0000000,Odd,0.0852,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
472,1801,Arcola St,Day St,Dead End,2,12:00:00.0000000,16:00:00.0000000,Odd,0.0608,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
473,1432,Border St,Maverick St,Central Sq,9,08:00:00.0000000,12:00:00.0000000,Even,0.2341,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
474,1678,Ashcroft St,Perkins St,Moraine St,2,08:00:00.0000000,12:00:00.0000000,Even,0.1015,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
475,565,Chester St,Commonwealth Ave,Brighton Av,4,12:00:00.0000000,16:00:00.0000000,Even,0.1356,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
476,252,Amory St,Dimock St,School St,10R,08:00:00.0000000,12:00:00.0000000,Odd,0.1930,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
477,1866,Bayside St,Savin Hill Ave,Dead End,3,12:00:00.0000000,16:00:00.0000000,Odd,0.0542,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
478,2292,Bremen St,Porter St,Bennington St,9,12:00:00.0000000,16:00:00.0000000,Odd,0.6688,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
479,803,Carter St,Cambridge St,Roland St,1C,08:00:00.0000000,12:00:00.0000000,Even,0.0403,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
480,2457,Branch St,Spruce St,Charles St,1H,08:00:00.0000000,12:00:00.0000000,Odd,0.1013,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False
481,2151,Brookview St,Blue Hill Ave,Harvard St,7,12:00:00.0000000,16:00:00.0000000,Odd,0.1074,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
482,1698,Albemarle St,St Botolph St,Dead End,1B,08:00:00.0000000,12:00:00.0000000,Odd,0.0528,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
483,1581,Claremont Park,Columbus Ave,Claremont St,1S,08:00:00.0000000,12:00:00.0000000,Even,0.0970,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
484,1030,Bond St,Milford St,Hanson St,1S,12:00:00.0000000,16:00:00.0000000,Odd,0.0417,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False
485,2794,Boylston St,Massachusetts Ave,Charlesgate East,10F,00:01:00.0000000,07:00:00.0000000,,0.1436,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
486,1298,Bullard St,Bowdoin St,Bowdoin Ave,3,12:00:00.0000000,16:00:00.0000000,Even,0.1991,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
487,162,Bowdoin Park,Bowdoin St,Dead End,3,12:00:00.0000000,16:00:00.0000000,Even,0.0466,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
488,346,Bolster St,Wyman St,Mozart St,2,08:00:00.0000000,12:00:00.0000000,Even,0.0824,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
489,400,Centre St,Lamartine St,Perkins St,2,05:00:00.0000000,07:00:00.0000000,Even,0.4557,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False
490,852,Brock St,Washington St,Oakland St,4,08:00:00.0000000,12:00:00.0000000,Even,0.2267,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
491,2086,Chestnut St,Chelsea St,Monument Sq,1C,12:00:00.0000000,16:00:00.0000000,Odd,0.2045,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
492,2650,Chauncy St,Summer St,Essex St,1T,00:01:00.0000000,07:00:00.0000000,,0.1718,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
493,1464,Beach St,Freeport St,Park St,7,08:00:00.0000000,12:00:00.0000000,Even,0.2223,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
494,1676,Amory St,Boylston St,Williams St,2,08:00:00.0000000,12:00:00.0000000,Even,0.7068,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
